29052, Diseases of the genitourinary system ,20838, (N16.4) Renal tubulo-interstitial disorders in systemic connective tissue disorders ,10500, N16.4 
29052, Diseases of the genitourinary system ,20839, (N16.5) Renal tubulo-interstitial disorders in transplant rejection ,10501, N16.5 
29052, Diseases of the genitourinary system ,20840, (N16.8) Renal tubulo-interstitial disorders in other diseases classified elsewhere ,10502, N16.8 
29052, Diseases of the genitourinary system ,20841, (N17) Acute renal failure ,10503, N17 
29052, Diseases of the genitourinary system ,20842, (N17.0) Acute renal failure with tubular necrosis ,3365, N17.0 
29052, Diseases of the genitourinary system ,20843, (N17.1) Acute renal failure with acute cortical necrosis ,9042, N17.1 
29052, Diseases of the genitourinary system ,20844, (N17.2) Acute renal failure with medullary necrosis ,3366, N17.2 
29052, Diseases of the genitourinary system ,20845, (N17.8) Other acute renal failure ,6555, N17.8 
29052, Diseases of the genitourinary system ,20846," (N17.9) Acute renal failure, unspecified ",299, N17.9 
29052, Diseases of the genitourinary system ,20847, (N18) Chronic renal failure ,9043, N18 
29052, Diseases of the genitourinary system ,20848," (N18.1) Chronic kidney disease, stage 1 ",10504, N18.1 
29052, Diseases of the genitourinary system ,20849," (N18.2) Chronic kidney disease, stage 2 ",10505, N18.2 
29052, Diseases of the genitourinary system ,20850," (N18.3) Chronic kidney disease, stage 3 ",10506, N18.3 
29052, Diseases of the genitourinary system ,20851," (N18.4) Chronic kidney disease, stage 4 ",10507, N18.4 
29052, Diseases of the genitourinary system ,20852," (N18.5) Chronic kidney disease, stage 5 ",10508, N18.5 
29052, Diseases of the genitourinary system ,20853," (N18.9) Chronic renal failure, unspecified ",300, N18.9 
29052, Diseases of the genitourinary system ,20854, (N19) Unspecified renal failure ,457, N19 
29052, Diseases of the genitourinary system ,20855, (N20) Calculus of kidney and ureter ,3369, N20 
29052, Diseases of the genitourinary system ,20856, (N20.0) Calculus of kidney ,452, N20.0 
29052, Diseases of the genitourinary system ,20857, (N20.1) Calculus of ureter ,433, N20.1 
29052, Diseases of the genitourinary system ,20858, (N20.2) Calculus of kidney with calculus of ureter ,9044, N20.2 
29052, Diseases of the genitourinary system ,20859," (N20.9) Urinary calculus, unspecified ",294, N20.9 
29052, Diseases of the genitourinary system ,20860, (N21) Calculus of lower urinary tract ,6558, N21 
29052, Diseases of the genitourinary system ,20861, (N21.0) Calculus in bladder ,4832, N21.0 
29052, Diseases of the genitourinary system ,20862, (N21.1) Calculus in urethra ,458, N21.1 
29052, Diseases of the genitourinary system ,20863, (N21.8) Other lower urinary tract calculus ,3372, N21.8 
29052, Diseases of the genitourinary system ,20864," (N21.9) Calculus of lower urinary tract, unspecified ",6559, N21.9 
29052, Diseases of the genitourinary system ,20865, (N22) Calculus of urinary tract in diseases classified elsewhere ,10509, N22 
29052, Diseases of the genitourinary system ,20866, (N22.0) Urinary calculus in schistosomiasis [bilharziasis] ,10510, N22.0 
29052, Diseases of the genitourinary system ,20867, (N22.8) Calculus of urinary tract in other diseases classified elsewhere ,10511, N22.8 
29052, Diseases of the genitourinary system ,20868, (N23) Unspecified renal colic ,3373, N23 
29052, Diseases of the genitourinary system ,20869, (N25) Disorders resulting from impaired renal tubular function ,9045, N25 
29052, Diseases of the genitourinary system ,20870, (N25.0) Renal osteodystrophy ,3374, N25.0 
29052, Diseases of the genitourinary system ,20871, (N25.1) Nephrogenic diabetes insipidus ,6560, N25.1 
29052, Diseases of the genitourinary system ,20872, (N25.8) Other disorders resulting from impaired renal tubular function ,3375, N25.8 
29052, Diseases of the genitourinary system ,20873," (N25.9) Disorder resulting from impaired renal tubular function, unspecified ",9046, N25.9 
29052, Diseases of the genitourinary system ,20874, (N26) Unspecified contracted kidney ,3376, N26 
29052, Diseases of the genitourinary system ,20875, (N27) Small kidney of unknown cause ,6561, N27 
29052, Diseases of the genitourinary system ,20876," (N27.0) Small kidney, unilateral ",3377, N27.0 
29052, Diseases of the genitourinary system ,20877," (N27.1) Small kidney, bilateral ",9047, N27.1 
29052, Diseases of the genitourinary system ,20878," (N27.9) Small kidney, unspecified ",3378, N27.9 
29052, Diseases of the genitourinary system ,20879," (N28) Other disorders of kidney and ureter, NEC ",6562, N28 
29052, Diseases of the genitourinary system ,20880, (N28.0) Ischaemia and infarction of kidney ,3379, N28.0 
29052, Diseases of the genitourinary system ,20881," (N28.1) Cyst of kidney, acquired ",9048, N28.1 
29052, Diseases of the genitourinary system ,20882, (N28.8) Other specified disorders of kidney and ureter ,3380, N28.8 
29052, Diseases of the genitourinary system ,20883," (N28.9) Disorder of kidney and ureter, unspecified ",301, N28.9 
29052, Diseases of the genitourinary system ,20884, (N29) Other disorders of kidney and ureter in diseases classified elsewhere ,10512, N29 
29052, Diseases of the genitourinary system ,20885, (N29.0) Late syphilis of kidney ,10513, N29.0 
29052, Diseases of the genitourinary system ,20886, (N29.1) Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere ,10514, N29.1 
29052, Diseases of the genitourinary system ,20887, (N29.8) Other disorders of kidney and ureter in other diseases classified elsewhere ,10515, N29.8 
29052, Diseases of the genitourinary system ,20888, (N30) Cystitis ,3381, N30 
29052, Diseases of the genitourinary system ,20889, (N30.0) Acute cystitis ,9049, N30.0 
29052, Diseases of the genitourinary system ,20890, (N30.1) Interstitial cystitis (chronic) ,3382, N30.1 
29052, Diseases of the genitourinary system ,20891, (N30.2) Other chronic cystitis ,6563, N30.2 
29052, Diseases of the genitourinary system ,20892, (N30.3) Trigonitis ,3383, N30.3 
29052, Diseases of the genitourinary system ,20893, (N30.4) Irradiation cystitis ,9050, N30.4 
29052, Diseases of the genitourinary system ,20894, (N30.8) Other cystitis ,3384, N30.8 
29052, Diseases of the genitourinary system ,20895," (N30.9) Cystitis, unspecified ",6564, N30.9 
29052, Diseases of the genitourinary system ,20896," (N31) Neuromuscular dysfunction of bladder, NEC ",3385, N31 
29052, Diseases of the genitourinary system ,20897," (N31.0) Uninhibited neuropathic bladder, NEC ",9051, N31.0 
29052, Diseases of the genitourinary system ,20898," (N31.1) Reflex neuropathic bladder, NEC ",3386, N31.1 
29052, Diseases of the genitourinary system ,20899," (N31.2) Flaccid neuropathic bladder, NEC ",6565, N31.2 
29052, Diseases of the genitourinary system ,20900, (N31.8) Other neuromuscular dysfunction of bladder ,3387, N31.8 
29052, Diseases of the genitourinary system ,20901," (N31.9) Neuromuscular dysfunction of bladder, unspecified ",9052, N31.9 
29052, Diseases of the genitourinary system ,20902, (N32) Other disorders of bladder ,3388, N32 
29052, Diseases of the genitourinary system ,20903, (N32.0) Bladder-neck obstruction ,8043, N32.0 
29052, Diseases of the genitourinary system ,20904, (N32.1) Vesicointestinal fistula ,3389, N32.1 
29052, Diseases of the genitourinary system ,20905," (N32.2) Vesical fistula, NEC ",9053, N32.2 
29052, Diseases of the genitourinary system ,20906, (N32.3) Diverticulum of bladder ,3390, N32.3 
29052, Diseases of the genitourinary system ,20907," (N32.4) Rupture of bladder, nontraumatic ",6567, N32.4 
29052, Diseases of the genitourinary system ,20908, (N32.8) Other specified disorders of bladder ,3391, N32.8 
29052, Diseases of the genitourinary system ,20909," (N32.9) Bladder disorder, unspecified ",9054, N32.9 
29052, Diseases of the genitourinary system ,20910, (N33) Bladder disorders in diseases classified elsewhere ,10516, N33 
29052, Diseases of the genitourinary system ,20911, (N33.0) Tuberculous cystitis ,10517, N33.0 
29052, Diseases of the genitourinary system ,20912, (N33.8) Bladder disorders in other diseases classified elsewhere ,10518, N33.8 
29052, Diseases of the genitourinary system ,20913, (N34) Urethritis and urethral syndrome ,3392, N34 
29052, Diseases of the genitourinary system ,20914, (N34.0) Urethral abscess ,6568, N34.0 
29052, Diseases of the genitourinary system ,20915, (N34.1) Nonspecific urethritis ,292, N34.1 
29052, Diseases of the genitourinary system ,20916, (N34.2) Other urethritis ,9055, N34.2 
29052, Diseases of the genitourinary system ,20917," (N34.3) Urethral syndrome, unspecified ",302, N34.3 
29052, Diseases of the genitourinary system ,20918, (N35) Urethral stricture ,6569, N35 
29052, Diseases of the genitourinary system ,20919, (N35.0) Post-traumatic urethral stricture ,3393, N35.0 
29052, Diseases of the genitourinary system ,20920," (N35.1) Postinfective urethral stricture, NEC ",9056, N35.1 
29052, Diseases of the genitourinary system ,20921, (N35.8) Other urethral stricture ,3394, N35.8 
29052, Diseases of the genitourinary system ,20922," (N35.9) Urethral stricture, unspecified ",6570, N35.9 
29052, Diseases of the genitourinary system ,20923, (N36) Other disorders of urethra ,3395, N36 
29052, Diseases of the genitourinary system ,20924, (N36.0) Urethral fistula ,9057, N36.0 
29052, Diseases of the genitourinary system ,20925, (N36.1) Urethral diverticulum ,3396, N36.1 
29052, Diseases of the genitourinary system ,20926, (N36.2) Urethral caruncle ,6571, N36.2 
29052, Diseases of the genitourinary system ,20927, (N36.3) Prolapsed urethral mucosa ,3397, N36.3 
29052, Diseases of the genitourinary system ,20928, (N36.8) Other specified disorders of urethra ,9058, N36.8 
29052, Diseases of the genitourinary system ,20929," (N36.9) Urethral disorder, unspecified ",3398, N36.9 
29052, Diseases of the genitourinary system ,20930, (N37) Urethral disorders in diseases classified elsewhere ,10519, N37 
29052, Diseases of the genitourinary system ,20931, (N37.0) Urethritis in diseases classified elsewhere ,10520, N37.0 
29052, Diseases of the genitourinary system ,20932, (N37.8) Other urethral disorders in diseases classified elsewhere ,10521, N37.8 
29052, Diseases of the genitourinary system ,20933, (N39) Other disorders of urinary system ,6572, N39 
29052, Diseases of the genitourinary system ,20934," (N39.0) Urinary tract infection, site not specified ",304, N39.0 
29052, Diseases of the genitourinary system ,20935," (N39.1) Persistent proteinuria, unspecified ",9059, N39.1 
29052, Diseases of the genitourinary system ,20936," (N39.2) Orthostatic proteinuria, unspecified ",3399, N39.2 
29052, Diseases of the genitourinary system ,20937, (N39.3) Stress incontinence ,282, N39.3 
29052, Diseases of the genitourinary system ,20938, (N39.4) Other specified urinary incontinence ,3400, N39.4 
29052, Diseases of the genitourinary system ,20939, (N39.8) Other specified disorders of urinary system ,9060, N39.8 
29052, Diseases of the genitourinary system ,20940," (N39.9) Disorder of urinary system, unspecified ",3401, N39.9 
29052, Diseases of the genitourinary system ,20941, (N40) Hyperplasia of prostate ,6573, N40 
29052, Diseases of the genitourinary system ,20942, (N41) Inflammatory diseases of prostate ,3402, N41 
29052, Diseases of the genitourinary system ,20943, (N41.0) Acute prostatitis ,9061, N41.0 
29052, Diseases of the genitourinary system ,20944, (N41.1) Chronic prostatitis ,3403, N41.1 
29052, Diseases of the genitourinary system ,20945, (N41.2) Abscess of prostate ,6574, N41.2 
29052, Diseases of the genitourinary system ,20946, (N41.3) Prostatocystitis ,3404, N41.3 
29052, Diseases of the genitourinary system ,20947, (N41.8) Other inflammatory diseases of prostate ,9062, N41.8 
29052, Diseases of the genitourinary system ,20948," (N41.9) Inflammatory disease of prostate, unspecified ",290, N41.9 
29052, Diseases of the genitourinary system ,20949, (N42) Other disorders of prostate ,6575, N42 
29052, Diseases of the genitourinary system ,20950, (N42.0) Calculus of prostate ,3405, N42.0 
29052, Diseases of the genitourinary system ,20951, (N42.1) Congestion and haemorrhage of prostate ,9063, N42.1 
29052, Diseases of the genitourinary system ,20952, (N42.2) Atrophy of prostate ,3406, N42.2 
29052, Diseases of the genitourinary system ,20953, (N42.3) Dysplasia of prostate ,10522, N42.3 
29052, Diseases of the genitourinary system ,20954, (N42.8) Other specified disorders of prostate ,6576, N42.8 
29052, Diseases of the genitourinary system ,20955," (N42.9) Disorder of prostate, unspecified ",3407, N42.9 
29052, Diseases of the genitourinary system ,20956, (N43) Hydrocele and spermatocele ,9064, N43 
29052, Diseases of the genitourinary system ,20957, (N43.0) Encysted hydrocele ,427, N43.0 
29052, Diseases of the genitourinary system ,20958, (N43.1) Infected hydrocele ,6577, N43.1 
29052, Diseases of the genitourinary system ,20959, (N43.2) Other hydrocele ,3408, N43.2 
29052, Diseases of the genitourinary system ,20960," (N43.3) Hydrocele, unspecified ",288, N43.3 
29052, Diseases of the genitourinary system ,20961, (N43.4) Spermatocele ,3409, N43.4 
29052, Diseases of the genitourinary system ,20962, (N44) Torsion of testis ,6578, N44 
29052, Diseases of the genitourinary system ,20963, (N45) Orchitis and epididymitis ,3410, N45 
29052, Diseases of the genitourinary system ,20964," (N45.0) Orchitis, epididymitis and epididymo-orchitis with abscess ",9065, N45.0 
29052, Diseases of the genitourinary system ,20965," (N45.9) Orchitis, epididymitis and epididymo-orchitis without abscess ",9412, N45.9 
29052, Diseases of the genitourinary system ,20966, (N46) Male infertility ,6579, N46 
29052, Diseases of the genitourinary system ,20967," (N47) Redundant prepuce, phimosis and paraphimosis ",3412, N47 
29052, Diseases of the genitourinary system ,20968, (N48) Other disorders of penis ,9066, N48 
29052, Diseases of the genitourinary system ,20969, (N48.0) Leukoplakia of penis ,3413, N48.0 
29052, Diseases of the genitourinary system ,20970, (N48.1) Balanoposthitis ,6580, N48.1 
29052, Diseases of the genitourinary system ,20971, (N48.2) Other inflammatory disorders of penis ,3414, N48.2 
29052, Diseases of the genitourinary system ,20972, (N48.3) Priapism ,9067, N48.3 
29052, Diseases of the genitourinary system ,20973, (N48.4) Impotence of organic origin ,3415, N48.4 
29052, Diseases of the genitourinary system ,20974, (N48.5) Ulcer of penis ,6581, N48.5 
29052, Diseases of the genitourinary system ,20975, (N48.6) Balanitis xerotica obliterans ,3416, N48.6 
29052, Diseases of the genitourinary system ,20976, (N48.8) Other specified disorders of penis ,3438, N48.8 
29052, Diseases of the genitourinary system ,20977," (N48.9) Disorder of penis, unspecified ",3417, N48.9 
29052, Diseases of the genitourinary system ,20978," (N49) Inflammatory disorders of male genital organs, NEC ",6582, N49 
29052, Diseases of the genitourinary system ,20979, (N49.0) Inflammatory disorders of seminal vesicle ,3418, N49.0 
29052, Diseases of the genitourinary system ,20980," (N49.1) Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens ",9069, N49.1 
29052, Diseases of the genitourinary system ,20981, (N49.2) Inflammatory disorders of scrotum ,6557, N49.2 
29052, Diseases of the genitourinary system ,20982, (N49.8) Inflammatory disorders of other specified male genital organs ,6583, N49.8 
29052, Diseases of the genitourinary system ,20983, (N49.9) Inflammatory disorder of unspecified male genital organ ,3419, N49.9 
29052, Diseases of the genitourinary system ,20984, (N50) Other disorders of male genital organs ,9070, N50 
29052, Diseases of the genitourinary system ,20985, (N50.0) Atrophy of testis ,3420, N50.0 
29052, Diseases of the genitourinary system ,20986, (N50.1) Vascular disorders of male genital organs ,6584, N50.1 
29052, Diseases of the genitourinary system ,20987, (N50.8) Other specified disorders of male genital organs ,482, N50.8 
29052, Diseases of the genitourinary system ,20988," (N50.9) Disorder of male genital organs, unspecified ",9071, N50.9 
29052, Diseases of the genitourinary system ,20989, (N51) Disorders of male genital organs in diseases classified elsewhere ,10523, N51 
29052, Diseases of the genitourinary system ,20990, (N51.0) Disorders of prostate in diseases classified elsewhere ,10524, N51.0 
29052, Diseases of the genitourinary system ,20991, (N51.1) Disorders of testis and epididymis in diseases classified elsewhere ,10525, N51.1 
29052, Diseases of the genitourinary system ,20992, (N51.2) Balanitis in diseases classified elsewhere ,10526, N51.2 
29052, Diseases of the genitourinary system ,20993, (N51.8) Other disorders of male genital organs in diseases classified elsewhere ,10527, N51.8 
29052, Diseases of the genitourinary system ,20994, (N60) Benign mammary dysplasia ,3421, N60 
29052, Diseases of the genitourinary system ,20995, (N60.0) Solitary cyst of breast ,6585, N60.0 
29052, Diseases of the genitourinary system ,20996, (N60.1) Diffuse cystic mastopathy ,3422, N60.1 
29052, Diseases of the genitourinary system ,20997, (N60.2) Fibroadenosis of breast ,9072, N60.2 
29052, Diseases of the genitourinary system ,20998, (N60.3) Fibrosclerosis of breast ,3423, N60.3 
29052, Diseases of the genitourinary system ,20999, (N60.4) Mammary duct ectasia ,6586, N60.4 
29052, Diseases of the genitourinary system ,21000, (N60.8) Other benign mammary dysplasias ,3424, N60.8 
29052, Diseases of the genitourinary system ,21001," (N60.9) Benign mammary dysplasia, unspecified ",9073, N60.9 
29052, Diseases of the genitourinary system ,21002, (N61) Inflammatory disorders of breast ,265, N61 
29052, Diseases of the genitourinary system ,21003, (N62) Hypertrophy of breast ,6587, N62 
29052, Diseases of the genitourinary system ,21004, (N63) Unspecified lump in breast ,260, N63 
29052, Diseases of the genitourinary system ,21005, (N64.) Other disorders of breast ,10528, N64. 
29052, Diseases of the genitourinary system ,21006, (N64.0) Fissure and fistula of nipple ,3426, N64.0 
29052, Diseases of the genitourinary system ,21007, (N64.1) Fat necrosis of breast ,6588, N64.1 
29052, Diseases of the genitourinary system ,21008, (N64.2) Atrophy of breast ,3427, N64.2 
29052, Diseases of the genitourinary system ,21009, (N64.3) Galactorrhoea not associated with childbirth ,263, N64.3 
29052, Diseases of the genitourinary system ,21010, (N64.4) Mastodynia ,3428, N64.4 
29052, Diseases of the genitourinary system ,21011, (N64.5) Other signs and symptoms in breast ,6589, N64.5 
29052, Diseases of the genitourinary system ,21012, (N64.8) Other specified disorders of breast ,8099, N64.8 
29052, Diseases of the genitourinary system ,21013," (N64.9) Disorder of breast, unspecified ",259, N64.9 
29052, Diseases of the genitourinary system ,21014, (N70) Salpingitis and oophoritis ,3430, N70 
29052, Diseases of the genitourinary system ,21015, (N70.0) Acute salpingitis and oophoritis ,6590, N70.0 
29052, Diseases of the genitourinary system ,21016, (N70.1) Chronic salpingitis and oophoritis ,3431, N70.1 
29052, Diseases of the genitourinary system ,21017," (N70.9) Salpingitis and oophoritis, unspecified ",9075, N70.9 
29052, Diseases of the genitourinary system ,21018," (N71) Inflammatory disease of uterus, except cervix ",3432, N71 
29052, Diseases of the genitourinary system ,21019, (N71.0) Acute inflammatory disease of uterus ,6660, N71.0 
29052, Diseases of the genitourinary system ,21020, (N71.1) Chronic inflammatory disease of uterus ,3433, N71.1 
29052, Diseases of the genitourinary system ,21021," (N71.9) Inflammatory disease of uterus, unspecified ",9076, N71.9 
29052, Diseases of the genitourinary system ,21022, (N72) Inflammatory disease of cervix uteri ,275, N72 
29052, Diseases of the genitourinary system ,21023, (N73) Other female pelvic inflammatory diseases ,6661, N73 
29052, Diseases of the genitourinary system ,21024, (N73.0) Acute parametritis and pelvic cellulitis ,3435, N73.0 
29052, Diseases of the genitourinary system ,21025, (N73.1) Chronic parametritis and pelvic cellulitis ,9077, N73.1 
29052, Diseases of the genitourinary system ,21026, (N73.2) Unspecified parametritis and pelvic cellulitis ,3436, N73.2 
29052, Diseases of the genitourinary system ,21027, (N73.3) Female acute pelvic peritonitis ,6662, N73.3 
29052, Diseases of the genitourinary system ,21028, (N73.4) Female chronic pelvic peritonitis ,3437, N73.4 
29052, Diseases of the genitourinary system ,21029," (N73.5) Female pelvic peritonitis, unspecified ",9078, N73.5 
29052, Diseases of the genitourinary system ,21030, (N73.6) Female pelvic peritoneal adhesions ,9400, N73.6 
29052, Diseases of the genitourinary system ,21031, (N73.8) Other specified female pelvic inflammatory diseases ,6663, N73.8 
29052, Diseases of the genitourinary system ,21032," (N73.9) Female pelvic inflammatory disease, unspecified ",283, N73.9 
29052, Diseases of the genitourinary system ,21033, (N74) Female pelvic inflammatory disorders in diseases classified elsewhere ,10529, N74 
29052, Diseases of the genitourinary system ,21034, (N74.0) Tuberculous infection of cervix uteri ,10530, N74.0 
29052, Diseases of the genitourinary system ,21035, (N74.1) Female tuberculous pelvic inflammatory disease ,10531, N74.1 
29052, Diseases of the genitourinary system ,21036, (N74.2) Female syphilitic pelvic inflammatory disease ,10532, N74.2 
29052, Diseases of the genitourinary system ,21037, (N74.3) Female gonococcal pelvic inflammatory disease ,10533, N74.3 
29052, Diseases of the genitourinary system ,21038, (N74.4) Female chlamydial pelvic inflammatory disease ,10534, N74.4 
29052, Diseases of the genitourinary system ,21039, (N74.8) Female pelvic inflammatory disorders in other diseases classified elsewhere ,10535, N74.8 
29052, Diseases of the genitourinary system ,21040, (N75) Diseases of Bartholin's gland ,9079, N75 
29052, Diseases of the genitourinary system ,21041, (N75.0) Cyst of Bartholin's gland ,273, N75.0 
29052, Diseases of the genitourinary system ,21042, (N75.1) Abscess of Bartholin's gland ,6664, N75.1 
29052, Diseases of the genitourinary system ,21043, (N75.8) Other diseases of Bartholin's gland ,3440, N75.8 
29052, Diseases of the genitourinary system ,21044," (N75.9) Disease of Bartholin's gland, unspecified ",9080, N75.9 
29052, Diseases of the genitourinary system ,21045, (N76) Other inflammation of vagina and vulva ,3441, N76 
29052, Diseases of the genitourinary system ,21046, (N76.0) Acute vaginitis ,6665, N76.0 
29052, Diseases of the genitourinary system ,21047, (N76.1) Subacute and chronic vaginitis ,3442, N76.1 
29052, Diseases of the genitourinary system ,21048, (N76.2) Acute vulvitis ,9081, N76.2 
29052, Diseases of the genitourinary system ,21049, (N76.3) Subacute and chronic vulvitis ,3443, N76.3 
29052, Diseases of the genitourinary system ,21050, (N76.4) Abscess of vulva ,6666, N76.4 
29052, Diseases of the genitourinary system ,21051, (N76.5) Ulceration of vagina ,3444, N76.5 
29052, Diseases of the genitourinary system ,21052, (N76.6) Ulceration of vulva ,9082, N76.6 
29052, Diseases of the genitourinary system ,21053, (N76.8) Other specified inflammation of vagina and vulva ,3445, N76.8 
29052, Diseases of the genitourinary system ,21054, (N77) Vulvovaginal ulceration and inflammation in diseases classified elsewhere ,10536, N77 
29052, Diseases of the genitourinary system ,21055, (N77.0) Ulceration of vulva in infectious and parasitic diseases classified elsewhere ,10537, N77.0 
29052, Diseases of the genitourinary system ,21056," (N77.1) Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere ",10538, N77.1 
29052, Diseases of the genitourinary system ,21057, (N77.8) Vulvovaginal ulceration and inflammation in other diseases classified elsewhere ,10539, N77.8 
29052, Diseases of the genitourinary system ,21058, (N80) Endometriosis ,6667, N80 
29052, Diseases of the genitourinary system ,21059, (N80.0) Endometriosis of uterus ,424, N80.0 
29052, Diseases of the genitourinary system ,21060, (N80.1) Endometriosis of ovary ,9083, N80.1 
29052, Diseases of the genitourinary system ,21061, (N80.2) Endometriosis of fallopian tube ,3446, N80.2 
29052, Diseases of the genitourinary system ,21062, (N80.3) Endometriosis of pelvic peritoneum ,6668, N80.3 
29052, Diseases of the genitourinary system ,21063, (N80.4) Endometriosis of rectovaginal septum and vagina ,3447, N80.4 
29052, Diseases of the genitourinary system ,21064, (N80.5) Endometriosis of intestine ,9084, N80.5 
29052, Diseases of the genitourinary system ,21065, (N80.6) Endometriosis in cutaneous scar ,3448, N80.6 
29052, Diseases of the genitourinary system ,21066, (N80.8) Other endometriosis ,6669, N80.8 
29052, Diseases of the genitourinary system ,21067," (N80.9) Endometriosis, unspecified ",279, N80.9 
29052, Diseases of the genitourinary system ,21068, (N81) Female genital prolapse ,9150, N81 
29052, Diseases of the genitourinary system ,21069, (N81.0) Female urethrocele ,3449, N81.0 
29052, Diseases of the genitourinary system ,21070, (N81.1) Cystocele ,6670, N81.1 
29052, Diseases of the genitourinary system ,21071, (N81.2) Incomplete uterovaginal prolapse ,432, N81.2 
29052, Diseases of the genitourinary system ,21072, (N81.3) Complete uterovaginal prolapse ,9151, N81.3 
29052, Diseases of the genitourinary system ,21073," (N81.4) Uterovaginal prolapse, unspecified ",3450, N81.4 
29052, Diseases of the genitourinary system ,21074, (N81.5) Vaginal enterocele ,6671, N81.5 
29052, Diseases of the genitourinary system ,21075, (N81.6) Rectocele ,3451, N81.6 
29052, Diseases of the genitourinary system ,21076, (N81.8) Other female genital prolapse ,9152, N81.8 
29052, Diseases of the genitourinary system ,21077," (N81.9) Female genital prolapse, unspecified ",277, N81.9 
29052, Diseases of the genitourinary system ,21078, (N82) Fistulae involving female genital tract ,6672, N82 
29052, Diseases of the genitourinary system ,21079, (N82.0) Vesicovaginal fistula ,5050, N82.0 
29052, Diseases of the genitourinary system ,21080, (N82.1) Other female urinary-genital tract fistulae ,9153, N82.1 
29052, Diseases of the genitourinary system ,21081, (N82.2) Fistula of vagina to small intestine ,3454, N82.2 
29052, Diseases of the genitourinary system ,21082, (N82.3) Fistula of vagina to large intestine ,6673, N82.3 
29052, Diseases of the genitourinary system ,21083, (N82.4) Other female intestinal-genital tract fistulae ,3455, N82.4 
